index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,joy,analytical,sadness,tentative,confident,fear,anger
4429,blemons38_j,n.a,"jonesboro, ar",566,349,10719,2013-10-04 23:01:43,2020-06-21 03:44:39,34,".@realDonaldTrump and @GOP's ""plan"" for COVID-19 is to allow hundreds of thousands of Americans to die, and to kill any effort to track the numbers and/or minimize the damage.

A virus-induced genocide of the most vulnerable IS the plan.",[],"['@realDonaldTrump', ""@GOP's""]","plan allow hundred thousand american die kill effort track number and/or minimize damage.

a virus-induced genocide vulnerable plan","[{'sentence_id': 0, 'text': 'plan allow hundred thousand american die kill effort track number and/or minimize damage.', 'tones': [{'score': 0.69456, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'a virus-induced genocide vulnerable plan', 'tones': [{'score': 0.550291, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]","[{'score': 0.732118, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,1.0,1.0,,,
4430,KrissyObeng,general assignment reporter at @lsjnews. tips? email kobeng@lsj.com,123 fake street,763,243,2841,2009-05-03 03:13:46,2020-06-22 03:38:43,0,"Very heartfelt column @TBH505 #Tucson #COVIDー19 

https://t.co/aZ1PZEN2G4","['tucson', 'covidー19']",['@TBH505'],"heartfelt column 

",,[],,,,,,,
4431,DisabledinCa,a retweet for those who are deemed disabled in canada,canada,325,112,933,2020-06-10 02:24:23,2020-06-23 01:08:05,1,"#AccessibleCanada @CQualtro @JustinTrudeau @MPJulian @HMcPhersonMP The Accessible Canada Act- helping to create a barrier-free Canada
REALLY? 
Having to have the Disability Tax Credit to qualify for COVID-19 Aid, sure feels like a BARRIER to 60% of the disabled population.",['accessiblecanada'],"['@CQualtro', '@JustinTrudeau', '@MPJulian', '@HMcPhersonMP']","accessible canada act help create barrier-free canada
really 
having disability tax credit qualify aid sure feel like barrier disable population","[{'sentence_id': 0, 'text': 'accessible canada act help create barrier-free canada', 'tones': [{'score': 0.541917, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'really ', 'tones': [{'score': 0.997482, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'having disability tax credit qualify aid sure feel like barrier disable population', 'tones': [{'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.937689, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.946272, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
4432,monicasegura,xicanx + woman + queer. pronouns: she/her (faves are bookmarks),atx,3233,1245,32700,2009-09-28 17:44:04,2020-06-23 01:10:05,3316,"JUST IN: Texas Gov. Greg Abbott says in the past few days, we have averaged more than 3,500 new cases a day and our positivity rate has gone to more than 9 percent now. ""To state the obvious, COVID-19 is now spreading at an unacceptable rate in Texas,"" Abbott says.",[],[],texas gov greg abbott say past day average new case day positivity rate go percent state obvious spread unacceptable rate texas abbott say,,"[{'score': 0.524862, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.838571, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.729999, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,1.0,,
4433,londonzug,#israel,new zealand,34,24,511,2019-04-29 06:55:34,2020-06-22 01:17:31,6,We weren’t COVID-19 free for 20+ days. We were letting it come through the border unchecked. We were letting it into the community unchecked. We weren’t testing enough. We had quarantine facilities functioning more like incubation centres for the virus. #COVID19nz #nzpol https://t.co/Lqix2JuJ1d,[],[],weren’t free day let come border unchecked let community unchecked weren’t test enough quarantine facility function like incubation centre virus,,[],,,,,,,
4434,inaliftw,"vidya gamer, sometimes i hit the record or go live button.
https://t.co/a0ppw8j3s5 inaliftw@gmail.com","asheville, nc",436,196,5467,2015-08-11 04:20:23,2020-06-22 01:37:51,0,"@ILikeGearsOWar1 @AdmiralBahroo -2.2 million infected with Covid-19
-120,000 Dead
-The oppressed people of America rise up
-Protesters create autonomous zone in Seattle
-Statues of slave owners ripped down
-Police perform abusive actions daily, live, against peaceful protesters

had to fix that",[],"['@ILikeGearsOWar1', '@AdmiralBahroo']","million infected dead
-the oppressed people america rise up
-protesters create autonomous zone seattle
-statues slave owner rip down
-police perform abusive action daily live peaceful protesters

had fix","[{'sentence_id': 0, 'text': 'million infected dead', 'tones': [{'score': 0.597207, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '-the oppressed people america rise up', 'tones': []}, {'sentence_id': 2, 'text': '-protesters create autonomous zone seattle', 'tones': []}, {'sentence_id': 3, 'text': '-statues slave owner rip down', 'tones': [{'score': 0.637714, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 4, 'text': '-police perform abusive action daily live peaceful protesters', 'tones': []}, {'sentence_id': 5, 'text': '', 'tones': []}, {'sentence_id': 6, 'text': 'had fix', 'tones': [{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.574197, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4435,AngelaneJaculbe,n.a,n.a,278,541,24798,2017-12-05 12:03:29,2020-06-21 03:32:09,1264,huhuhu I really miss how life was before the corona virus 🥺👉🏼👈🏼,[],[],huhuhu really miss life corona virus,,"[{'score': 0.88846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4436,chgz227,"med product evangelist, policy wonk, hiker, geek, independent, music & democracy lover, christian, hereditary razor wit, curious optimist -- follow/rt ≠ support","salt lake city, ut",2302,220,6270,2009-05-29 00:34:28,2020-06-21 04:06:20,62,"At the #TrumpTulsaRally, Trump said he asked for COVID testing to be slowed, saying “when you do testing to that extent, you’re gonna find more people, you're gonna find more cases” and called the virus, which has killed 120,000 Americans, the “kung flu” https://t.co/bG9k4sLPcO https://t.co/YiLxpZoKAF",['trumptulsarally'],[],trump say ask covid test slow say “when test extent you’re gonna find people gonna find cases” call virus kill american “kung flu”,,[],,,,,,,
4437,BandoKablooey,as above so below. 🔥 ⛪ 🔥 offend everyone. triple six. full of hate. 📸instaham: bando.clt,"charlotte, nc",368,214,8647,2012-04-27 01:28:20,2020-06-21 04:06:19,1,Please for the love of God stop fucking calling it the Chinese virus.,[],[],please love god stop fuck call chinese virus,,"[{'score': 0.587454, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
4438,madhumita999,"climate change shouldn't be political. be kind to one another. our time is limited here, what we do with our time matters
#followme 😇🥰 #love #peace",n.a,890,701,35453,2014-01-31 17:13:50,2020-06-21 03:47:42,10487,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
4439,deymyuuh,yow mf || ᴍᴏᴏᴅ: 🙄😐😑-.-🤦🏻‍♀️☹,uno,5029,6178,6860,2020-03-20 15:05:09,2020-06-21 02:44:35,996,huhuhu I really miss how life was before the corona virus 🥺👉🏼👈🏼,[],[],huhuhu really miss life corona virus,,"[{'score': 0.88846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4440,Giants_Guru,all things nyg. contributing writer for giantsgab,northeast,684,126,23781,2013-04-23 19:44:03,2020-06-20 02:58:29,0,"Bingo. Additionally, can we provide insight into how many professional athletes have been hospitalized or put others into hospitals from being in contact with them since acquiring Covid? I understand they've acquired the virus...but please tell the whole story media. https://t.co/hghpKwihyx",[],[],bingo additionally provide insight many professional athlete hospitalize put others hospital contact since acquire covid understand they've acquire virus...but please tell whole story medium,,"[{'score': 0.846863, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4441,LuvKlp212229,"mom who curses on twitter.artist.proud liberal,dog sitter.5cat mom,lgbtq ally.hate🍊nazi.fascist suck.#fbr! block jerks!#blm.🚫dm's✌🏽❤️🌊",somewhere in the universe,3815,2917,36663,2013-05-03 19:33:51,2020-06-22 03:37:36,0,@pizzafloss @jgownder @SweaterStripes I'm sorry! People can be selfish assholes. Please stay safe. 😷#covid_19,['covid_19'],"['@pizzafloss', '@jgownder', '@SweaterStripes']",i'm sorry people selfish asshole please stay safe,,"[{'score': 0.644322, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
4442,MM47821446,100% for q & djt ❤️,canada 🇨🇦 ,851,2272,226968,2013-01-10 02:12:46,2020-06-22 02:11:59,26,"ICYMI - Fauci changes tune, now says second COVID-19 wave may never happen — and mask-wearing is symbolic https://t.co/y5XnRyCmay",[],[],icymi fauci change tune say second wave may never happen mask-wearing symbolic,,"[{'score': 0.59867, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4443,ipeduarda,you’re just some basic bitch @santosfc,gyn city,572,1490,120883,2013-07-21 06:41:55,2020-06-23 01:09:34,3361,"I’m joining the #GlobalGoalUnite for Our Future concert on June 27th to combat the disproportionate impact COVID-19 has on communities of color and call on world leaders to make testing, treatments &amp; vaccines available to everyone everywhere https://t.co/3KTIV9xgxy https://t.co/vjRwcLNEBK",['globalgoalunite'],[],i’m join future concert june combat disproportionate impact community color call world leader make test treatment amp vaccine available everyone everywhere,,"[{'score': 0.603108, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
4444,NoMoreToLose1,"plants, science & etymology geek with a cheese addiction & #spondyloarthritis. late dx asc; here mainly to learn. singlet. chaotic good. any pronouns are fine.",n.a,4275,846,13655,2019-03-22 02:19:31,2020-06-21 04:10:53,10701,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
4445,MyannaBandz,lil virgo talkin shit 🍷 | investor | professional coon detector 🇻🇮🇭🇹,st.croix ✈️ 954✈️ tx,340,325,16497,2018-10-09 14:34:04,2020-06-22 03:21:30,26200,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4446,IndiaBriefing,daily news service about doing business in #india #economy #fdi #law #tax | facebook https://t.co/ctgkwnjode | linkedin https://t.co/ggvvougjee,"new delhi & mumbai, india",787,1747,6257,2009-06-15 07:59:43,2020-06-22 02:30:18,0,"#COVID19 has caused many #fitness centers to close down as people have been asked to stay home. 

As a result, many #fitness startup are bringing #workout regimes to people's living rooms through live online sessions and recorded videos. What else is new? https://t.co/gunrY2kDoB","['covid19', 'fitness', 'fitness', 'workout']",[],"cause many center close people ask stay home 

as result many startup bring regime people's living room live online session record video else new","[{'sentence_id': 0, 'text': 'cause many center close people ask stay home ', 'tones': [{'score': 0.662371, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""as result many startup bring regime people's living room live online session record video else new"", 'tones': [{'score': 0.554312, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.867679, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4447,gorddaa_,hi :),n.a,215,273,6654,2015-07-15 21:54:22,2020-06-22 01:39:24,23756,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4448,functionalabc,someone who believes more in the future with an eagle eye focused clearly on the past and trump is not my president. resist!!🎉🎉,albuquerque  nm usa,2157,1950,107333,2010-12-29 18:31:47,2020-06-22 01:40:56,38,‘Blood on his hands’: Trump under fire for ‘ordering slow down in coronavirus testing’ https://t.co/xQjKhyBvmG,[],[],‘blood hands’ trump fire ‘ordering slow coronavirus testing’,,[],,,,,,,
4449,nonniehugs,"vote blue 2020
demand paper ballots 2020
vote! vote! vote
dems win presidency, house & senate",n.a,28,31,5072,2020-02-09 14:48:29,2020-06-21 03:15:46,10361,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
4450,Bhairavi_Jani,"entrepreneur, philanthropist, development enthusiast, nature & art lover. https://t.co/xdeq7dys6p",the himalayas,500,2738,10437,2009-09-15 15:56:29,2020-06-21 03:32:41,884,"Food for thought:
""COVID19 means that the Corona Virus has 19 points that can be applied on any country based on their level of immunity"" says Federal Minister for Climate Change. https://t.co/r0D2Jz2z8b",[],[],food mean corona virus point apply country base level immunity say federal minister climate change,,"[{'score': 0.520134, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.72085, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4451,madjoyden,#familyismyfirstlove;she's a sunflower🌻strong and bold and true to herself. not as lovely as a rose but also not as fragile; #loveoneanother;  #voteblue,n.a,320,121,20677,2008-11-06 21:28:34,2020-06-20 02:50:41,25318,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
